Report_ID,Event_Date,Age,Nature,Establishment,Summary,Degree
0950635,10/28/2008,,Amputation,"Oil Well Service, Inc","At approximately 7:25 a.m., on October 28, 2008, Employee #1 was a member of a crew working on an oil rig. They were pulling sucker rods with molded rod guides from the well bore of Tidelands Oil Production oil well W-237. As the crew pulled the sucker rod, Employee #1 was stationed at Oil Well Servicing Rig No. 22 transfer unit, and was transferring the sucker rods to the rig's rod rack. Employee #1 was injured when the winch line wrapped around the transfer line he was holding, and caught his fingers between the two lines. He was treated at St. Mary's Hospital then hospitalized at Kaiser Permanente for lacerations to the middle and ring fingers and amputation of the tip of the pinkie on his left hand.",Hospitalized injury
0627700,10/20/2008,,Other,"Sooner Completions, Inc.","On October 20, 2008, Employee #1, a driller, and the rest of crew was pulling pipe from the well. They just placed a stand in the rack, and Employee #1 was lowering the block, when a pin controlling the brake mechanism on the drum sheared off. That caused Employee #1 to lose control of the block. It came down onto the employee, crushing him. He was killed.",Fatality
0524700,10/19/2008,,,Aj Well Service,"On October 19, 2008, Employee #1, a contractor, and his friend were welding a support bracket to the top of a 15-ft high oil storage tank, located adjacent to a production oil well. Employee #1's friend was helping with the welding task. The oil well was located near La Rue, Ohio. The contents of the tank exploded, but no injuries were reported.",
0454714,10/10/2008,,Burn/Scald(Heat),Miller Drilling Tn Llc,"On October 10, 2008, Employee #1 was using a gasoline powered pump outside a tank to circulate crude oil in a tank. The crude oil came into contact with the pump, causing a fire. Employee #1 was taken to Vanderbilt Hospital for burn treatment and died on October 12, 2008.",Fatality
0950643,10/04/2008,,Cut/Laceration,"Geo Drilling Fluids, Inc.","At approximately 7:14 p.m. in October 4, 2008, Employee #1 had arrived on site at Well Number 99-7 to unload a load of barite for the well that was being drilled at a location contiguous to Well Number 99-7. Employee #1 exited his truck and was met by a coworker. The employee and the coworker walked around the tractor trailer and observed a wooden pallet that was lying on the ground that would be in the way of Employee #1 unloading his truck. Employee #1 and the coworker walked over to the wooden pallet. The time of day was approximately 7:14 p.m. and there was no sunlight available. The only light available was from the rig on the other location. Employee #1 lifted the wooden pallet to move it to his truck. Employee #1 stepped forward and fell into the 40 foot deep rat hole. The pallet fell back over the rat hole opening. The coworker removed the wooden pallet and checked on Employee #1. The coworker then went to get help from the personnel from the rig location. The coworker upon his return lowered a lifting harness with a rope to Employee #1 in the hole. The rig personnel provided instructions to Employee #1 on how to properly place the harness on himself so that they could lift him out of the hole. The coworker and the tool pusher from the rig placed a block and tackle on a construction forklift and attached the end of the cable to the hitch of a pick up truck. They lowered the cable to Employee #1 so that he could attach the cable to his harness. They then had the pick up truck pull forward lifting Employee #1 out of the rat hole. The coworker, prior to the start of the rescue had a rig hand call the emergency medical services. The coworker then proceeded to the intersection to lead medical personnel to the location. As Employee #1 was clearing the hole medical and rescue personnel arrived on site and took over the operation. Employee #1 was transported by ground ambulance to Mercy Hospital, Bakersfield, CA. The employee was hospitalized and treated for multiple cuts to his scrotum and buttocks area.",Hospitalized injury
0418300,10/04/2008,,Burn/Scald(Heat),Brookwood Oil Field Service,"On October 4, 2008, four employees, termed Roustabouts, were engaged in attaching a separator unit to a coal bed methane degasification well. The employees had attached the apparatus to the wellhead and were checking for leaks, when a surge of methane erupted from the well and caused a pipe to separate at the threaded end attached to the wellhead. A flash fire occurred that burned the four employees, resulting in their hospitalization.",Hospitalized injury
0830500,09/27/2008,,Other,Tri-State Trucking,"At approximately 10:44 a.m. on September 27, 2008, Employee #1 was killed when his vehicle drove off the right side of the roadway and rolled.",Fatality
0627700,09/24/2008,,Burn/Scald(Heat),Weatherford International,"On September 24, 2008, Employee #1 had relieved a fellow employee on an oil and gas well site where the well was being worked over to produce other zones. The well had been recompleted with the original production zone plugged, the production casing perforated in four higher zones with 3 fracing operations, and the setting of two more plugs. The upper zones were allowed to produce for several months. The process being conducted at the time of the accident was the reverse drilling of a composite bridge plugs to allow comingled production of the upper four zones. There were three contractors on site: one operated a mechanical pipe handling system, another, the service rig, and Employee #1's employer providing the drilling swivel and water pumping units. Employee #1 was the equipment operator. After the three contractors rigged their equipment, the production tubing was reinserted into the well over the next 1.5 days. The well had been producing both gas and crude petroleum and its flow was shut off (killed) by pumping lease salt water into the well. This was done at the beginning of each day and several times during the tubing reinsertion. At the end of the second day the first plug was reached at about 14,200 feet. On the third day, Employee #1 arrived on site; the well was killed and the drilling of the first plug commenced. After the plug was drilled more tubing was inserted into the well until the second plug was reached. Drilling resumed. As the plug was being penetrated the water in the return tank started to rise, Employee #1 informed the representative that they had penetrated the plug. As Employee #1 returned to the pumping unit area gas started flowing from the water discharge line on top of the return tank. Employee #1 went to the pumping unit to shut it down. The gas ignited starting at the pumping unit and back towards the discharge. Employee #1 was caught in the resulting fire ball, his clothing caught fire; he was wearing cotton jeans and tee shirt. Employee #1 walked and ran away from the fireball and collapsed. The rig crew provided first aid to Employee #1 after they had shut the well in with valves and the Blow-Out Preventer. Employee #1 died the next day from his injuries. No other employees were injured.",Fatality
0636900,09/21/2008,,Other,"L & R Tank Trucks,Inc.","On September 21, 2008, Employee #1 was unloading salt water into a 500 bbl holding tank. The employee was on top of the tank at the theft hatch, when the tank exploded. Employee #1 was killed.",Fatality
0950643,09/16/2008,,Fracture,"Robert Heely Construction, L.P.","At 2:00 p.m., on September 16, 2008, Employee #1 and a coworker were using a rented Timberwolf Log Splitter (Model TW-HV2, Serial Number 404-5939) to split logs that were approximately 18 inches in length. Employee #1 was on the opposite side of the splitter from the location of the hydraulic controls. He had placed a log onto the frame of the log splitter and was attempting to adjust the log when his coworker activated the hydraulic control. Employee #1 sustained a partial amputation and fracture of his right small finger, when it was crushed between the log and the metal base plate of the log splitter. The employer is a general engineering contractor providing employees to various companies in the oil industry.",Non Hospitalized injury
0625700,09/16/2008,,Electric Shock,"D & D Drilling Co. & Exploration, Inc.","On September 16, 2008, Employee #1 was preparing to use a new pressure washer to wash the oilrig. The pressure washer was purchased without a plug and delivered on site. He wired a plug to the pressure washer and plugged it in the power source. The supervisor flipped the switch to turn on the pressure washer and felt a slight electrical shock, which was told to Employee #1. As Employee #1 moved toward the pressure washer, he tripped or slipped on the wet soil. In falling, he grabbed the upper part of the washer, which caused the electrocution. The supervisor pulled the plug out from the power source approximately 44 felt away and began cardiopulmonary resuscitation.",Fatality
0627400,09/16/2008,,Bruise/Contus/Abras,Lucky 7 Express,"On September 16, 2008, Employee#1 was assisting with loading heavy poly gas line piping that was 8 inches in diameter and 50 feet long. He was killed when the piping fell off the forklift and struck him in the abdomen.",Fatality
0653510,09/12/2008,,Bruise/Contus/Abras,B J Services,"Employee #1 was operating a nitrogen pumping unit when a second nitrogen pumping unit exploded. Employee #1 was struck by flying material and was killed. A second employee was treated for minor injuries at the scene and released, but this employee was not reported in the injury line.",Fatality
0830500,09/08/2008,,Other,Halliburton Energy Services Inc.,"On September 8, 2008, Employee #1 was struck by a line of tools being removed from a well head. The line fell approximately 58 ft striking and killing him.",Fatality
0950663,09/04/2008,,Bruise/Contus/Abras,Ensign United States Drilling (California) Inc.,"At approximately 10:04 a.m. on September 4, 2008, Employee #1 was increasing the pump pressure on piping between an Ensign United States Drilling trailer and a Baker-Hughes trailer. He was unaware that the hammer union connecting the two trailers was mismatched, with a 1502 wing improperly connected to a 602 thread. At approximately 2,000 psi, the union failed. Fragments and shrapnel flew through the Ensign USD trailer, striking Employee #1. He was airlifted to Sutter Roseville Medical Center for treatment of chest and arm trauma.",Non Hospitalized injury
0729700,08/28/2008,,Burn/Scald(Heat),United Service Limited,"At approximately 4:00 p.m. on August 28, 2008, Employees #1 and #2 and a coworker were working on a 2.375-in. crude oil flow line from a horsehead well to the tank battery. They dug a trench to access the leaking flow line and cut out a 6-ft long section using a cold cutter. Employee #1 and Employee #2 attempted to thread the cut on flow line with a manual pipe threader but the dies on the threader were dull. They asked the office to have new dies delivered for the pipe threader. While waiting, both employees and the coworker left the location with the trench open and pipe ends open. The employees went to another location to repair a poly pipe and returned to the first location two hours later. Employee #1 and Employee #2 installed the new dies in the Rigid electric pipe threader instead of the manual pipe threader they had used earlier. Employee #2 got in the trench with the electric pipe threader and started to expose piping when the trench was engulfed in flames. Employee #1 jumped out and rolled to put out the flames and Employee #2 ran about 50 yards to cattle and jumped in the water. At that time Employee #1 and Employee #2 caught fire, coworker was preparing the replacement. The coworker attempted to put the fire with fire extinguishers. The coworker discharged two PKP fire extinguishers. The coworker then drove the two employees to Beaver County Memorial Hospital about 20 minutes away. The Beaver County Memorial Hospital then transferred Employee #1 and Employee #2 to Via Christi St. Francis Hospital in W Kansas. Employee #1 and Employee #2 were hospitalized for second and third degree burns to their arms, neck and faces. Employee #1 died September 1, 2008. Employee #2 was hospitalized for his burns and released at a later date. After release, Employee #2 received more care to treat the burns as an outpatient.",Fatality
0729700,08/28/2008,,Amputation,"Warren Energy, Inc.","On August 28, 2008, an employee and Coworkers #1 and #2 were attempting to restring a new boom hoist cable to replace one that had become worn. Employee #1 and Coworker #1 #2 were working with a friction hoisting device called a cathead on the right hand side of the oil rig. Coworker #3 had climbed up the derrick structure to connect new lifting cable to old to facilitate replacing the support cable. Employee #1 had tied a 1.625-in. manilla rope to the 0.5-in. cable and was assisted by Coworker #1. Employee #1 looped the manilla rope around the cathead and began pulling the old cable down when the manilla rope crossed over itself on the cathead. Employee #1 and Coworker #1 attempted to uncross the rope by trying to flip the rope off the cathead when Employee #1's arm was caught in a loop of the manilla rope. Employee #1 had his arm pinned to the cathead which was still spinning which severed his arm below the elbow. The emergency services of Reno County, Kansas were called and both Medical and Police arrived at the oil rig. Employee #1 was airlifted to Wesley Medical Center in Wichita, Kansas, where he was hospitalized and treated for an amputation of his arm.",Hospitalized injury
0627700,08/27/2008,,Burn/Scald(Heat),J & C Casing Pullers & Plugging Llc,"On August 27, 2008, the Casing Pulling and Plugging company was contracted by the production company to plug the well to be abandoned. The crew had set the bottom plug and had pulled approximately two joints of tubing out of the well when the well started to kick. The crew was working with the open hole; no well control device was being used. The well rapidly started to increase pressure with oil spraying as high as 60 feet according to witnesses. The mist was blowing over the cement pumping equipment, which was operating within 20 feet of the well, when the oil mist ignited. According to witnesses, the ignition started at the trucks pumping the concrete and water. One witness observed the flame travel from the trucks into the out of control well. The employee was on the tubing board with no emergency means of escape. The employee jumped from the tubing board approximately 45 feet to the ground. The employee, according to witnesses, crawled out of the fire where crew members carried the employee approximately 300 feet to the edge of the field where paramedics pronounced him dead.",Fatality
0625700,08/13/2008,,Other,A & T Well Service Inc,"At approximately 1:30 p.m. on August 13, 2008, Employee #1, a derrickman, climbed a derrick of a rig to access the monkey board. This was the first time the monkey board had been accessed at this location. He was to prepare the monkey board to receive pipe that will be tripped into the hole. While securing the rear guardrail on the monkey board, the employee either tripped or slipped, which allowed the section to rotate past the point of where it was to be pinned. As it rotated, he was still holding onto the section. Employee #1 fell approximately 25 ft and was killed. The employee was not using fall protection.",Fatality
0627700,08/13/2008,,Cut/Laceration,Unit Drilling Company,"On August 13, 2008, Employee #1, a driller, was struck by a block that fell to the rig floor. Employee #1 was killed.",Fatality
0627700,08/11/2008,,Bruise/Contus/Abras,Red Oak Productions,"Employees were pulling sucker rods out of the oil well to the replace the pump. Employee #1 was in the rod basket, with no fall protection or restraint, stacking sucker rod when the service rig operator attempted to stop the traveling block while attempting to remove an object that fell in his eye. The traveling block crowned-out. The rig was designed to be anchored with guy wires. However, no guy wires were used due to the lack of anchor points at the location. When the traveling block struck the crown, the force caused the derrick to whip, throwing Employee #1 out of the basket along with the rods from the finger board. Employee #1 fell approximately 30 ft to the tubing board and was killed.",Fatality
0627400,07/29/2008,,Fracture,Unit Drilling Company,"On July 28, 2008, Employee #1, rig manager, was on a drilling rig floor. He was circulating mud prior to running cement when the hammer union separated. He was struck by the iron pipe and propelled into a piece of equipment. Employee #1 was killed.",Fatality
0636900,07/29/2008,,Other,Felderhof Drilling Co.,An employee was working on a derrick floor when a drilling pipe that broke off of the sublift device struck him in the back of his neck. The employee died of his injuries.,Fatality
1055340,07/25/2008,,Burn/Scald(Heat),Dhs Drilling,"On July 25, 2008, Employees #1, #2, and #3 were tripping out, when a pocket of natural gas surfaced and ignited. The work platform caught on fire, burning and scalding all three employees. They were all hospitalized for treatment.",Hospitalized injury
0653510,07/22/2008,,Fracture,Key Energy Services,"On July 22, 2008, Employee #1, a trucking supervisor for Key Energy Services, was exiting a water truck when he lost his balance and fell 40 inches to the ground. Employee #1 was taken to San Juan Medical Hospital where he was treated for six fractured ribs and a collapsed lung. He was transported to UNM Hospital in Albuquerque due to complications. On August 1, 2008 Employee #1 died of complications related to the injuries received from the fall.",Fatality
0627700,07/18/2008,,Bruise/Contus/Abras,"Permian Well Service, Inc.","Employee #1, a floor hand on a drilling rig, suffered a head injury when struck by the drill line. A clamp failed to hold the live end while pulling rods. Employee #1 was killed.",Fatality
0336000,07/16/2008,,Other,"Bdb Trucking, Llc","At 11:15 a.m. on July 16, 2008, Employee #1, and a coworker were working at a gas well location in preparation for a tubing operation. Before starting this tubing process, the gas well needed to be relieved of internal pressure. This was done by blowing down the well. A flow line was attached and directed to the waste water pit adjacent of the well. As Employee #1 open the valve necessary for relieving the gas well pressure, the well casing failed. This failure resulted in Employee #1 being struck by the valve and flow line. He was thrown backwards for approximately twelve feet. Employee #1's was taken to a nearby medical facility, where he was hospitalized and treated for multiple fractures and severe internal injuries.",Hospitalized injury
0950664,07/11/2008,,Other,Key Energy Service Ind,"At approximately 6:30 a.m. on July 11, 2008, Employee #1, employed by Key Energy Services, was working alone. He had just finished a pretrip safety inspection of his truck and vacuum trailer, prior to delivering water to various workover rigs in the area. As Employee #1 was driving out of the equipment yard, he slumped over the truck's steering wheel, and the truck stalled. Other employees working in the yard noticed the stalled truck and went to investigate. The employees removed Employee #1 from the truck and laid him on the ground. Employee #2 performed CPR, and Employee #3 summoned emergency services. The Kern County Fire Department arrived on site and continued treatment for approximately one hour. Employee #1 was pronounced dead, the Coroner's Office was notified, and the body was transported to the Kern County Coroner's Office. The employer reported this incident to the Cal/OSHA Van Nuys District Office at 9:55 a.m. on July 11, 2008. The Van Nuys District Office conducted an initial inspection at 3:00 p.m. on July 11, 2008 and then transferred the employer's report to the Cal/OSHA ""SOCAL PSM District Office"" (assumed to be Southern California Process Safety Management District Office) on the same day. At the time this incident report was written, Cal/OSHA investigators did not know the cause of death and were awaiting the Coroner's Report. They assumed that a heart attack was the cause of death.",Fatality
0950663,07/09/2008,,Heat Exhaustion,Ensign Well Services Inc.,"At approximately 4:00 p.m. on July 9, 2008, Employee #1 was working in a field, identified as TD Donahue 35-1. It was located near the intersection of I-5 and County Road Number 7, in Orland, California. Employee #1 was setting a concrete plug after the crew moved Rig Number 307. On July 7, 2008, Employee #1 experienced first symptoms of heat illness. While putting clamps on the tongue line of Rig 307 and reaching the landing, approximately 10 ft above ground level, he began to feel disoriented. He sat down and did not respond to calls from personnel below, for approximately 5 minutes. Employee #1 regained himself; however, he sustained severe cramps and another employee took him home. On July 8, 2008, Employee #1 managed to work the entire day without any incident. At the end of the shift on July 9, 2008, Employee #1 began to vomit. He ended his shift and returned home, where he fell in his restroom. Employee #1's spouse and father-in-law took him to Oroville Hospital in Oroville, California. Employee #1 sustained heat illness and was hospitalized.",Hospitalized injury
0855610,06/24/2008,,Fracture,Nabors Drilling Usa Lp,"On June 24, 2008, Employee #1 was walking on a catwalk. As a pipe was being lowered, it fell and struck Employee #1 on the head. Employee #1 was killed.",Fatality
0855610,06/23/2008,,Fracture,Range Drilling,"On June 13, 2008, Employee #1 was working off a catwalk, when he was struck by a overhead drill stem from a rig floor. Employee #1 fractured his head and was killed.",Fatality
0636900,06/17/2008,,Other,Swan Oil Field Services,"On June 1, 2008, an employee operating the pumper truck was pressure testing the casing at approximately 2500 psi when the pressure hose blew off. The employee was killed.",Fatality
0636900,06/14/2008,,Other,Nomac Drilling Corporation,"On June 14, 2008, Employee #1, a derrickman, was part of a drilling crew tripping in pipe. On the last three stands, Employee #1 started putting on screens to ream the hole. He took his body belt off and unhooked his retractable lifeline during the tripping in of the 3rd stand. When he reached to grab the pipe, he fell approximately 90 ft and hit the kelly hose and landed on the drilling floor. Employee #1 died.",Fatality
0950621,06/06/2008,,Other,Ensign United States Drilling (California) Inc,"On June 6, 2008, Employee #1, who worked as a floor hand for a gas well drilling company, was assisting in setting the tong for a break on the kelly. Employee #1 was holding onto the tong, when the driller, Employee #2, accidentally activated the wrong lever on the drill rig, causing the rotating table to move. Because the snug line, which controlled the distance of tong movement, broke just before the accident, the tong was able to move to the pipe. Employee #1 was killed, when he was crushed between the tong and a six-inch metal pipe.",Fatality
0627400,06/01/2008,,Fracture,"Superior Well Services, Inc.","On June 1, 2008, Employee #1, a truck mechanic, was found on the ground, apparently run over by the vehicle that he was working under. The vehicle spotter did not see Employee #1 prior to the vehicle being placed in motion. Employee #1 was killed.",Fatality
0522500,05/30/2008,,,The Roustabout,"At approximately 10:59 a.m. on May 30, 2008, Employee #1, owner/operator, was working on a tanker truck. He operated a brine water collection company and collected brine water from gas and oil wells. The brine water was emptied at brine water collection stations or in some cases spread onto roads to control dust. When spreading the brine water onto roads, he would open the main tank ball valve automatically from the truck cab allowing the brine water to flow from the tank to a spreader bar where the brine water was sprayed onto the road. He was attempting to open the holes in the spreader bar that had become clogged with oil well sludge. He was standing at the rear of the truck directly in front of the main tank hatch, using an oxygen acetylene torch to burn the sludge from the spreader bar holes. An explosion occurred, which caused the rear tank hatch to separate from the truck and strike him in the head. Employee #1 was killed.",
0627700,05/28/2008,,Bruise/Contus/Abras,Boomer Well Service,"On May 28, 2008, employees were opening an existing well to put it back on line to produce gas. The well-servicing employees and the trucking/servicing company, contracted to pump fluid down the casing to kill the well, had come off break. According to both companies, the well was dead, with a pressure between 0 psi to10 psi reported by the pump operator. The pump operator was maintaining a velocity of 0.25 barrels (bbl) of fluid per minute into the well, when the servicing employees noticed the well gassing out the tubing. The servicing employees went to shut in the well and move the pump hose from the casing valve to the TIW (Texas Iron Works) valve. The pump continued to operate at 0.25 bbl per minute when the casing valve was shut. As the employees started to remove the hose, the back pressure blew the hose off the fitting and struck Employee #1. Employee #1 was killed.",Fatality
0854910,05/20/2008,,Other,Rn Industries Trucking Inc,"On May 20, 2008, Employee #1 was spotting for a driver, who was operating a 78 ft water tanker semi-truck. The driver was backing up the semi-truck trailer between a 400-barrel tank on the left side and a dirt hill with portable toilets on the right side. Employee #1 had been spotting from the right side of the truck where the driver had a clear view of him, but he suddenly went behind the truck to the other side while the truck was moving. The driver lost sight of Employee #1 as he was looking back and forth between his mirrors and was not aware that the spotter had went behind his truck trailer. Employee #1 was caught between the trailer and water tank. He sustained traumatic crushing injuries that killed him.",Fatality
0627400,05/19/2008,,Puncture,C. C. Forbes Company,"On May 19, 2008, four employees were preparing to make a connection during horizontal drilling activities. When the kelly hose became caught on a post, they pushed it up and over the post. Either it became stuck on a valve or a nipple failed behind the valve to the mud pressure gauge. Liquid was released at 2,000 psi and threw Employee #1 into a corner, where his head struck equipment. He was air-lifted to a hospital, where he died later that day.",Fatality
0418600,05/19/2008,,Asphyxia,"Eagle Geophysical Onshore, Inc.","On May 19, 2008, Employee #1 was the leader of a crew laying out cables to underground explosive charges for oil exploration. The crew needed to cross a body of water that was 7 ft deep. While attempting to locate a shallow area to cross, Employee #1 drowned. He was not provided with, and was not wearing, a personal flotation device. Employee #1 did not know how to swim.",Fatality
0830300,05/15/2008,,Fracture,"Cyclone Drilling, Inc.","On May 15, 2008, Employee #1 was working with a well drilling crew using Cyclone Drilling Rig Number 20. The drilling crew was changing out the stripper rubber at the top of the rotating head. The rotating head was under pressure and had not been bled off prior to releasing the clamp that holds the stripper rubber in place. Employee #1 loosened the bolt on the clamp but could not get the bolt out of the clasp. He was using a tool pusher to pry the bolt free, and was injured when he was struck by the clamp when the pressure blew it open. He suffered fractures to the upper body, neck, and head. He died.",Fatality
0950612,05/13/2008,,Fracture,Maggiora Brothers Drilling Inc.,"On May 13, 2008, Employee #1 was clearing a new well with compressed air. When he pressurized the well, his fingers became pinched between the drill auger table and the well. He suffered an unspecified fracture and was not hospitalized.",Non Hospitalized injury
0950664,05/09/2008,,Burn/Scald(Heat),Key Energy Services,"At approximately 11:00 a.m. on May 9, 2008, Employee #1 and two coworkers were working at well 617R 17S prior to starting well pulling operations. They had injected water down the wells tubing and casing to eliminate the well pressure and reduce its temperature. After the well had set and no pressure was detected, they installed a blowout preventer and continued to pump water down the wells casing. They then started to remove the wells rods and tubing. All of the wells rods and 36 joints of tubing had been removed without incident. They were pulling the 37th joint of tubing and without warning, the well pressured up with steam and a blowout occurred. The coworkers escaped without injury and shut down the rig engine and deployed the blowout preventer, which stopped the flow of steam. Employee #1 was standing on the blowout preventer's platform. As he turned to escape, steam emitting from the blowout preventer's outlet struck him on the left leg and buttock. He was hospitalized with second and third degree burns.",Hospitalized injury
0626000,05/08/2008,,Burn/Scald(Heat),"Premium Well Drilling Inc, Rig #9","On May 8, 2008, Employee #1 and a coworker were involved in a horizontal drilling operation. It was suspected the drilling operation reached a natural gas pocket and vapors vented upwards and out of the well bore, causing an explosion and fire through the well bore. The ignition source was suspected to be a motor from the mud pump tanks. Employee #1 died as a result of second and third degree burns. The coworker was hospitalized for burns to the arms and was released after two days. The coworker was then readmitted to the hospital for infections related to the burns. The coworker's injuries were not recorded.",Fatality
0950664,05/06/2008,,Amputation,Golden State Drilling,"At approximately 10:30 a.m. on May 6, 2008, Employee #1 and coworkers #1 and #2 were working on Rig Number 10 drilling at Well Number 7099F-2. They set a Hydril blow out preventer (BOP), Model Number 10-9, weighing approximately 4,500 pounds, on the well's conductor pipe located underneath the rig floor. They used the rig's main hoist and slings that went through an opening in the rig floor to set the equipment. Employee #1 and coworker #2 were connecting piping to the BOP and momentarily left the work area. Coworker #1 came down from the rig floor and disconnected the lifting slings from the BOP. They had failed to secure the BOP to the conductor pipe after it was set with 6 locking bolts. Employee #1 returned to finish installing pipe, and coworker #2 started raising the slings through the rig floor with the hoist. As the slings were being raised, one of them became entangled on one of the BOP's lifting eyes causing the BOP to rise off the conductor pipe and fall. Employee # 1 was struck by the BOP on his lower left leg. Employee #1 was hospitalized, and his left leg was amputated below the knee.",Hospitalized injury
0950643,04/26/2008,,Fracture,Helmerich & Payne International Drilling Co.,"At approximately 11:30 p.m. on April 26, 2008, Employee #1 was working as a floorhand at a large international oil drilling company, where he had been employed for less than six weeks. Floorhand duties included running pipe and performing most manual labor on the floor. Employee #1 was performing a regularly assigned task that was within his scope of work. He was using a forklift to transport bags of barite stacked on a pallet from one location to another on site. Employee #1 was loading the bags manually on top of a pallet that was resting on the tines. After making final adjustments, Employee #1 walked through a narrow space separating the forklift and wall of the outbuilding. Apparently, Employee #1 contacted a lever control, and the movement caused the forklift to go into reverse. As it did, it pinned Employee #1 between the large wheels of the forklift and wall of the outbuilding. Coworkers turned off the forklift and pulled Employee #1 out of a cramped position. Employee #1 sustained fractures to his left hip and left ankle. A local ambulance company transported Employee #1 to Kern Medical Center in Bakersfield, California, and he was hospitalized for four days. The office manager notified the Division about the accident at 10:08 a.m. on April 29, 2008. Employee #1, three fellow workers, the health and safety specialist, the drilling superintendent, and the operations manager were interviewed. Employee #1 had been working in proximity to other workers, but none saw the accident occur. The investigation concluded that Employee #1 dismounted the forklift to make adjustments, while leaving the engine running, forks raised beyond 42 inches, and transmission in neutral. As a result, the Division issued one serious accident-related, one general, and two regulatory citations.",Hospitalized injury
0830500,04/18/2008,,Fracture,"Mountain West Oil Field Service & Supplies, Inc.","On April 18, 2008, Employee #1 was driving a tandem axle Sterling pump truck. He was descending off of a drilling site when he lost control of the vehicle and rolled down an embankment. The employee was ejected from the cab of the truck and suffered crushing injuries from the truck rolling over him. Employee #1 was killed. The employee was not wearing a seat belt.",Fatality
0316400,04/17/2008,,Other,S.W. Jack Drilling Company,"At 6:35 p.m. on April 17, 2008, two employees were fatally injured when struck by a collapsing mast/derrick. This was a Rambler type rig, Rig #21, with a 62-foot derrick/mast. Four employees came onsite at approximately 1:20 p.m. to start working the afternoon shift (2 p.m. to 10 p.m.). Employee #1 was the driller. Employee #2 was the floor hand/chain hand, and he was also the brother of Employee #1. Employee #3 was a floor hand/chain hand. Employee #4 was the diary hand. Employee #5, the tool pusher, was already onsite when the other four employees from the afternoon shift arrived. At approximately 1:30 p.m. the shift started making two connections in the well hole. The hole was already at 6,606 feet at this time, with the final depth of the hole being 7,100 feet. This was a new well, and the company was drilling for gas. After making the two connections, Employee #1 started tripping out and cleaning out the hole. This lasted until approximately 3 p.m. The company had already installed 102 stands of drilling pipe in the fingers on the rig floor. At approximately 3:10 p.m. Employee #1 told Employees #2 and #3 to hook up the jet to the hole. The jet was being used to blow out bits, water, and air from the well hole, through the flow line of the blowout preventer. This process lasted until approximately 5:30 p.m. There were no problems with the hole. While the hole was being blown out, Employees #3 and #4 had checked the status of the guy lines, ensuring that the cables were tight. Guy lines were located on the front and back sections of the rig. One of the front guy lines was connected to the rear section of the pipe tub and the other front guy line was connected to the dead man stake. The dead man stake consisted of two sets of two metal cross bars, with a small piece of metal pipe located on the top middle section of the cross bar, and another small piece of metal pipe located on the ground, underneath the middle section of the cross bars. The cable was then wrapped around both of the small metal pipes. The dead man stake itself was located above ground, or it was not buried in the ground. The two back guy lines were connected to the corners on the booster. One guy line was connected to the rear left hand side of the booster, while the other back guy line was connected to the rear corner on the right side of the booster. A geronimo line was also installed. At approximately 5:45 p.m. Employee #1 started tripping in the hole. Employee #5 had just left the worksite. Employee #4 was located on the derrick/mast, with his body harness on. Employees #2 and #3 were both located on the ground, or off of the rig floor. At approximately 6:35 p.m. the derrick/mast collapsed, while Employee #3 was still on the derrick/mast. Employee #2 was struck as the derrick/mast hit the ground.",Fatality
0625700,04/15/2008,,Other,Sandia Drilling Co Llc,"At approximately 8:30 a.m. on April 15, 2008, Employee #1was descending a ladder on oil drilling rig #6. Employee #1 was wearing a body harness that was hooked into the rig's counter weighted ladder climbing device. For some reason, the self-retracting lifeline was not in place. Employee #1 fell approximately 60 ft to the rig floor. Employee #1 sustained head and back injuries. Employee #1 was flown to a local hospital, where he died on April 17, 2008.",Fatality
0950652,04/13/2008,,Fracture,"B.S.E. Industrial Contractors, Inc.","On April 13, 2008, Employee #1, an employee of B.S.E. Industrial Contractors, Inc., was climbing out of a man lift on to an unsecured platform, with a removed floor grate, approximately 80 ft high. Employee #1 was to install bolts and nuts on an expansion rim for a grinder duct. Employee #1 was wearing fall protection, but, for some reason, unfastened his fall protection before climbing out of the man lift. Employee #1 fell through the gap created by the removed floor grate and fell approximately 8-10 feet to the platform's support legs. Employee #1 fractured his left leg and was hospitalized.",Hospitalized injury
0950625,03/31/2008,,Burn/Scald(Heat),Key Energy Services,"On March 31, 2008, Employee #1 and two coworkers were replacing a failed packer on an AHERA Energy steam injection well, which measured 450-feet deep. The crew isolated the well from its steam source and injected the well with one hundred barrels of brine water that was pumped down the injection string. Then the wellhead was removed and the blowout prevention equipment (BOPE) was lowered into place by way of a mobile derrick. The BOPE rested on a block, which together weighed 6,000 pounds. Despite the heaviness of the BOPE and block combination, the well's injection string rose up and became fouled in the mobile derrick's block. This raised concern because it raised the potential for a well blowout (estimated sound level >130 dB). Employee #1 and his coworkers notified their supervisor and began pumping the well casing with brine water in an attempt to settle the well. After the injection string fell, allowing the BOPE to contact the well, Employee #1 and his coworkers were instructed to bolt up the BOPE. While the supervisor was operating the derrick, Employee #1 and his coworkers worked to bolt the BOPE into place. As Employee #1 was in a crouched position, a backflow of hot fluid came from the injection string and contacted him. The crew immediately responded using set emergency procedures. Employee #1 was taken to Fresno Community Hospital, where he was hospitalized and treated in their burn unit for first- and second-degree burns to his shoulder and back. The accident investigation revealed that Employee #1 was not wearing the appropriate protective equipment.",Hospitalized injury
