Report_ID,Event_Date,Age,Time,Nature,Establishment,Summary,Degree
316700,2010-11-05,,10.0,Other,Kinsley Construction,"At approximately 9:32 a.m. on November 5, 2010, Employee #1 was working as a flagger on a roadside construction project. The project was repairing and replacing a gas line on the southbound side of the road. The road had both northbound and southbound traffic while work was taking place. Traffic cones had been set up on the southbound side to stop traffic and then allow them to proceed in the northbound or opposing lane with caution. Two flaggers, including Employee #1, were in place on the northbound and southbound side to stop traffic, and both flaggers were in radio contact with one another. Three traffic signs were placed prior to the construction, warning traffic of a work zone with a truck on the South bound side shoulder of the road with yellow lights flashing. Employee #1 flagged down a vehicle to get it to stop, and the vehicle struck him. Employee #1 was transported to York Hospital for treatment of his injuries. Employee #1 later died from his injuries.",Fatality
551800,2010-11-09,,,Other,Industrial Contractors Inc,"On November 9, 2010, Employee #1 was working for his employer, a construction contracting company. Employee #1 collapsed and died. No additional details were provided in the original narrative.",Fatality
625700,2010-11-16,,,Fracture,Basic Energy Services,"On November 16, 2010, Employee #1 and five coworkers arrived at Gas Well Number 3 to clean it. The crew performed all normal procedures for servicing the gas well, which involved checking the internal and external pressure of the gas well's casing, bleeding the pressure and injecting water into the casing to normalize the pressures. They connected a blowout preventer valve before conducting the cleaning operation. Late in the day, at approximately 6:00 p.m., the tubing became stuck at around a depth of 15,000 ft. The crew started to work the pipe free, but the tubing broke and was ejected from the well. They ran from the well. The blown tubing made an arc in the air and struck Employee #1, hitting him in the back of his head and killing him instantly.",Fatality
626000,2010-11-27,,,Fracture,"Patterson-Uti Drilling Co., Llc","On November 27, 2010, employees of a drilling crew were assembling and installing a Varco Top Drive track system for the overhead top drive electric drilling rig. A crane was used to hoist four sections of track/guide beams, one at a time, through the v-door, and to the rig floor. When the track/guide beams were at the drilling rig floor, employees got on both sides of the track/guide beam and connected the hook pin saddle at the end of the one beam around the hook pin at the end of the other beam. One of the employees then disconnected the top tugger line. The track/guide beam was then hoisted up by the traveling block and lowered through the rotary table opening, so that the final joint, retainer, and lynch pins could be inserted into place to secure the guide beam. This procedure was repeated until the guide beam installation was complete. During the installation of the last section of track/guide beam, the hook pin saddle and hook pin were connected, and the track/guide beam was then raised up to approximately 20 feet. The beam was almost vertical, when the welds on the hook pin broke or failed. The track, which weighed approximately 2,500 pounds, fell and struck Employee #1, a floor hand who was standing adjacent to the air hoist on the driller side of the rig floor. Employee #1 was killed.",Fatality
625700,2010-12-01,,9.0,Burn(Chemical),"Grosse Tete Well Service, Inc.","At approximately 9:20 a.m. on December 1, 2010, Employee #1, #2 and #3 were working on the barge of an oilrig (Rig Number 1). They were removing a Christmas tree flange, an assembly of valves, spools, and fittings used to control the flow of oil or gas out of the well, with a cutting torch. As Employee #2 and #3 assisted Employee #1, he cut the last bolt of the flange when gas ejected from the control device. The released gas immediately ignited, forming a fireball. The Christmas tree was blown from the wellhead. All employees received burns from the erupting fireball. The fire burned for approximately five minutes and then burned out. Emergency medical services were summoned. The onsite Foreman accompanied the three injured employees and brought them in a crew boat to a landing to meet paramedics. Paramedics drove the three injured employees via an ambulance to a medical center. At the medical center, Employee #1, #2, and #3 received burn treatment and care and were then hospitalized.",Hospitalized injury
627510,2010-12-02,,,Burn/Scald(Heat),Big Lake Services,"On December 2, 2010, Employee #1 and three coworkers were removing tubing from a well when a release of toxic hydrocarbons to the atmosphere occurred. The hydrocarbons ignited, engulfing the work over the rig in flames. Employee #1 suffered 3rd degree burns over 77% of his body. Employee #2 suffered 2nd degree burns to the face. Employee #3 suffered 2nd degree burns to the abdomen. Employee #4 suffered 1st degree burns to the face. The Four Employees were hospitalized for their injuries.",Hospitalized injury
855610,2010-12-04,,,Bruise/Contus/Abras,Snelson Companies Inc.,"On December 4, 2010, Employee #1 was welding two pieces of pipe together. Employee #1 was standing next to the pipe that was currently being welded. One of the pipes shifted and struck Employee #1, killing him. No additional details were available in the original narrative.",Fatality
953210,2010-12-07,,15.0,Other,"Precision Pipeline, Llc.","At approximately 2:30 p.m. on December 7, 2010, Employee #1 and Coworker #1 were working on a gas pipeline excavation project. Employee #1 and Coworker #1 were assigned the task of buffing the welded joint of a 42-inch diameter gas pipeline. The section consisted of ten eighty-foot pieces welded together, each weighing 21,280 pounds for a total weight of 212,800 pounds. The pipe section was supported at various locations by wooden structures known in the trade as ""skids"" or cribbing. Employee #1 was between the pipe and the excavation, and Coworker #1 was on the work side of the pipe on the opposite side. The center of the pipe section had shifted away from the excavation due to temperature changes and management had decided to adjust the position of the section back toward the excavation in order to maintain proper alignment. Two Caterpillar model 583T pipe layers were attached to the pipe. The center section of pipe was lifted, and the ends swung first away from the excavation, then toward the excavation. The entire section rolled and slid into the trench, and struck Employee #1, knocking him into the trench. The pipe section then fell on top of Employee #1, killing him.",Fatality
627510,2010-12-13,,,Other,"Bronco Drilling Co., Inc.",Employee #1 threw a chain over his shoulder and the chain wrapped around the line going into the drum. The drawworks were turning and pulled Employee #1 inside.,Fatality
855610,2011-01-04,,,Burn/Scald(Heat),Unit Drilling Company,"On January 4, 2011, Employee #1, a motorman of an oil drilling rig was, struck by an unexpected release of pressurized drilling mud when a threaded nibble connection on the pipe stand came loose. Employee #1 was also burned when the mud struck an energized halogen light fixture on the rig and ignited. Employee #1 died as a result of the injuries he sustained from the accident.",Fatality
830300,2011-01-08,,6.0,Asphyxia,Cyclone Drilling,"At approximately 5:35 a.m. on January 8, 2011, Employee #1 and Employee #2, of Cyclone Drilling, were starting their day on the rig. Employee #1 went to change into his work attire upstairs in the Warm House. Employee #2 observed Employee #1 running to the stairway, but he soon lost sight of Employee #1. When the tour began, Employee #1 was nowhere to be seen. Employee #2 and other crew members went to look for him. He was found face down, in a puddle of water, dead. No one witnessed the accident; however, evidence on site presumed that Employee #1 may have slipped going up the stairway. As a result, he struck his head, slid underneath the stair rail and fell approximately 17 ft to the ground.",Fatality
317700,2011-01-14,,1.0,Fracture,Patterson Uti Drilling Co Llc,"At approximately 1:29 a.m. on January 14, 2011, Employee #1 was part of a five-man gas drilling crew installing casings in the top of a gas well. In order to weigh the casings down, they planned to pump mud in from the top. They attempted to use a swage fitting to attach a 2-in. mud line but the fitting was for a different type of casing pipe. The crew then decided to manually hold the mud line as the mud was pumped in. Employee #1 and a coworker held the line and signaled the driller in the dog house to start the pump. The driller started the pump on a low setting to get the mud flowing. After about 1 to 2 minutes, with no mud yet flowing, the line blew out of the casing, knocked the two workers to the floor, and struck Employee #1's face. He then fell and struck his head on a piece of equipment. Employee #1 was airlifted to Williamsport Regional Hospital, where he was treated for a skull fracture. Employee #1 died five days later.",Fatality
636900,2011-01-19,,,Other,Key Energy Services,"On January 19, 2011, Employee #1 of Key Energy Services was checking drilling collars to determine which ones were defective. Two of the collars rolled off the rack, fatally crushing Employee #1. There were no employees nearby who witnessed the accident.",Fatality
627100,2011-01-24,,,Fracture,Arklahoma Pipeline Inc.,"On January 24, 2011, Employees #1 and a coworker were involved with loading piping onto a flatbed trailer. The coworker was sitting in the cab of a Case 521 E tractor with its forks resting on three layers of stacked pipe on the flatbed trailer. Employee #1 was standing on the trailer's platform at an approximate height of 43.25 in. and manually rolling one pipe. The pipe had an approximate length of 40 ft, an approximate outside diameter of 6 in., and an approximate weight of 544 lb. As the piping roll off the right fork of the tractor, the end of the pipe kicked up approximately 15 in and knocked Employee #1 off the platform. He fell and struck a gravel surface, sustaining a fractured hand and fractured vertebrae. Emergency medical personnel were summoned. They arrived and transported him to a hospital. Employee #1 left this hospital and was transferred to another medical center. While undergoing surgical procedures and receiving medical care, he contracted a fatal staphylococcal infection that killed him. He died on April 17, 2011.",Fatality
950664,2011-01-26,,,Fracture,Ballard Oil Co.,"On January 26, 2011, Employee #1 was engaged in horseplay, and he fell from a rope and received unspecified injuries. He was transported to a medical center. At the medical center, he underwent procedures and received treatment, and was then hospitalized. No other details were provided in the narrative.",Hospitalized injury
950663,2011-01-28,,4.0,Fracture,Diamond Refractory Service,"At about 3:30 a.m. on January 28th, 2011, an employee was working with two coworkers inside the carbon monoxide flue duct removing refractory. This accident site was an oil refinery that processes crude oil into saleable petroleum products. The turnaround work involved in the accident consisted of refractory removal inside a flue duct that was associated with the FCCU. The work crew was moved to a new confined space area in the Duct works because the refractory needed to be immediately removed at the location. The employer required the workers removing refractory to work within four feet of the leading edge associated with the 28 foot vertical fall hazard. Because of the heavy weight of the rivet buster, the work crew traded off using the tool until one got tired. The employee had finished using the rivet buster, and he handed the tool to a coworker. For an unknown reason, he walked the wrong direction into vertical flue duct section. The employee fell 28 feet onto a staging area. The employee's supervisor did not work in the permit confined with the workers. The employee and three coworkers were in a confined space adjacent to the fall hazard. All the employees, including the supervisor, required for all the permitted flue duct spaces to be ""100 percent tie off"". Nobody was tied-off, because no anchor points were established in the duct. The following factors contributed to the accident: 1) lack of barrier restricting the movement by the fall hazard at the duct, and 2) lack of fall protection for workers inside the duct as required by the confined space permit. The employee sustained a broken femur and compound fracture of his left arm.",Hospitalized injury
317700,2011-02-01,,,Other,West Penn Energy Services Llc,"On February 1, 2011, Employee #1, a 50-year-old male, was working with a seeding/mulching four-man crew for West Penn Energy Services LLC and were performing landscaping services at a natural gas pipe line site near Galeton, PA. After a brief meeting with the four-man crew, the crew leader directed a laborer to back his company truck up so the mulching crew could get to their equipment. The truck was a 2005 Ford F550 service truck with tool boxes on each side and some extraneous equipment in the bed that partially blocked the rear view from the driver's seat. After the laborer started the truck, he put it into reverse and left it idle backwards. Employee #1 and a coworker were walking behind the truck and were struck by the rear of the truck. Both Employee #1 and the coworker were knocked to the ground. The coworker fell to the side, and Employee #1 fell directly behind the truck. The coworker to the side was able to escape the truck's path, but Employee #1 was run over. The truck was stopped with Employee #1 still under it. Coworkers checked Employee #1 for a pulse but found none. Emergency Medical Services were summoned, and Employee #1 was pronounced dead at the scene by a Deputy County Coroner from Bradford County.",Fatality
855610,2011-02-02,,,Bruise/Contus/Abras,Sst Energy Corporation,"On February 2, 2011, an employee was working as a derrickman at an oil or gas well. He was climbing down the rig's derrick ladder, when the climbing assist device he was using failed. He fell between 50 and 70 feet (15.2 to 21.3 meters) onto the rig's dog house. He was hospitalized on that day. He died, on February 15, 2011, of complications from a lung injury.",Fatality
627510,2011-02-07,,,Electric Shock,Trinidad Drilling Lp,"Between 8:00 and 8:15 p.m. on February 7, 2011, oil well workers discovered that Employee #1 was missing. He had been working on a motor that pumped water out of a cellar. After a search, Employee #1 was found unresponsive under the substructure. CPR was administered, and emergency responders were summoned. Employee #1 was electrocuted by a 440-volt motor.",Fatality
953210,2011-02-18,,12.0,Other,"Precision Pipeline, Llc","At approximately 11:30 a.m. on February 18, 2011, Employee #1 (Side boom operator), working for Precision Pipeline, LLC., was driving his piece of equipment over a small hill and the Side boom started to drift to the left side (north) of the ROW (Right of Way). Employee # 1 turned the Side boom directly into the steep embankment after realizing that the boom was increasing in speed. The Side boom traveled approximately 200 yards before coming to a stop and rolled over onto the counter weight side of the equipment. Employee #1 was trapped between the boom and the tracks on the Side boom. Employee #1 suffered unspecified injuries.",Hospitalized injury
627510,2011-02-21,,,Other,Helmerich & Payne International Drilling Co,"On February 21, 2011, Employees #1 and #2 were assisting in the relocation of a stabilizer, which was being lifted to position by a pipe wrangler for loading onto a forklift. Employee #1 was designated a driller and Employee #2 a floorman. As the stabilizer was being lifted by the pipe wrangler, it fell and struck Employee #2 in the leg, trapping him between the stabilizer and rig floor. The forklift operator immediately worked to remove the stabilizer from Employee #1's leg; however, in addition to freeing Employee #2's leg, the forklift also dislodged a piece of equipment or parts. The dislodged component struck and killed Employee #1. Employee #2 survived with only receiving contusions and abrasions on his leg.",Non Hospitalized injury
950643,2011-03-03,,18.0,Fracture,"Nabors Drilling Usa, Lp","At 6:22 p.m. on March 3, 2011, Employee #1 was employed by the oil and gas well drilling contractor Nabors Drilling USA, LP. He was working at the site known as well Number SJSM2H-e, Rig Number 475, a vintage production site in Shafter, CA. Employee #1 and a coworker were preparing to unload a trailer of pipe and equipment on pallets. They were using a Model Number G9-43A JLG industrial truck, with Serial Number 0160014369, to do this. It had been rented from the Hertz Equipment Rental Corp., and it had their ID Number 412-09-6004. The coworker was in the process of reviewing the job safety analysis pertaining to the unloading of the truck trailer with the truck driver, when the incident occurred. The coworker had asked Employee #1 to slide the fork blades apart in order to unload a pallet from the trailer. The coworker had tilted the carriage forward so that the fork blades would hang loose. The coworker remained in the operator's seat of the lift truck. Employee #1 was sliding the fork blades apart, when the carriage and the fork blades became detached from the quick-attach fitting of the telescoping reach lift truck. The lynch pin had become dislodged, causing the carriage to become disconnected and fall. The forks and carriage from the telescoping reach forklift fell on Employee #1's right leg, fracturing his femur. Employee #1 was taken to San Joaquin Community Hospital in Bakersfield, CA. Employee #1 and the coworker were full-time employees of the employer.",Hospitalized injury
625700,2011-03-09,,,Bruise/Contus/Abras,"Estis Well Service, Llc","On March 9, 2011, four employees and their supervisor were performing drilling operations on a barge near Bayou Sorrel, Louisiana. Before work began on March 9, 2011, the derrick attached to the Wilson Mogul 42 mobile truck derrick was leaning to the west. In an attempt to straighten the derrick, wire rope and turnbuckles were attached to the east side of the derrick. While tightening the turnbuckles, the pipe in the derrick rack shifted suddenly to the east and caused the derrick to fall. Employee #1 was crushed between the mobile truck and the mud tank, and he was killed.",Fatality
653510,2011-03-09,,,Burn/Scald(Heat),"Reeco Well Services, Inc.","On March 9, 2011, a crew of four employees was working on Rig Number402, when a blow-out occurred and ignited. Employees #1, #2, and #3 were burned, and they were taken to Lea County Hospital for medical attention. All three were then transported to University Medical Center in Lubbock, Texas. Employees #2 and #3 were treated and released one week after they were admitted to the hospital. Employee #1 remained in the hospital and died as a result of the severe burns.",Hospitalized injury
950625,2011-03-10,,17.0,Burn/Scald(Heat),Kvs Transportation,"At approximately 4:30 p.m. on March 10, 2011, Employee #1, a 42-year-old male driver employed by KVS Transportation, Inc., was driving a vacuum truck at the Chevron Kern River oil refinery, located in Bakersfield, California. The vacuum truck was used to transport hot water to wash down work sites of spilled oil. As Employee #1 removed the cap from a supply inlet on a Roper pump and opened the inlet valve, the pressure released sprayed his upper body with scalding water and steam. Employee #1 was burned, and he was transported to Kern Medical Center, where he was treated in the emergency room and admitted to the hospital. The Safety Manager from KVS Transportation, Inc. notified the Cal/OSHA Fresno District Office.",Hospitalized injury
627510,2011-03-11,,,Other,"5j Oilfield Services, Llc","On March 11, 2011, Employee #1 was assisting in the relocation of a doghouse. The doghouse was located on a tractor-trailer truck and was being lifted by a forklift. As the doghouse was lifted by the forklift from the tractor-trailer truck, the truck began backing up. There was no back-up alarm and Employee #1 was crushed between the truck's trailer and the forklift. Employee #1 died instantly.",Fatality
1054116,2011-03-14,,,Fracture,Rockford Corp,"On March 14, 2011, Employee #1, a laborer on a gas line project, with Rockford Corp., was struck and crushed between two sections of pipe. He was caught between a cribbed section of pipe and a suspended pipe that was in motion from a side boom. He sustained broken ribs and upper chest injury from the impact and was flown to the hospital.",Hospitalized injury
336000,2011-03-22,,,Fracture,"Vanderra Resources, Lp","On March 22, 2011, Employee #1 was struck by a pipe collar that weighed approximately 4,500 pounds that had fallen from a forklift. He was hospitalized for a fractured leg.",Hospitalized injury
950643,2011-03-25,,13.0,Amputation,"Weatherford U.S., Limited Partnership","At approximately 1:00 p.m. on March 25, 2011, Employee #1, a 27-year-old male service technician with Weatherford US Limited Partnership, was performing a regularly assigned task of guiding and bolting in place a spool spacer on top of a well head. Employee #1 and a coworker were working alongside each other in an oil field. The assigned task of this two-person crew was to lift a spool spacer weighing up to three hundred pounds, guide it over a well head flange, and run bolts through both pieces and tighten the nuts. The coworker was in the operator's seat of hydro crane moving the spool space. It was attached at two points using two separate chain slings on a singular hook. Employee #1 was guiding and turning the suspended spacer with his hands. However, one of the chain slings rolled off the hook, which caused that side of the spool spacer to come down on top of the well flange, while Employee #1 had his right ring finger on the top surface of the well flange with the holes in it. Employee #1 suffered amputation of tip of right ring finger. Employee #1 was initially transported by company vehicle to a local industrial medical clinic, where he was then referred to the emergency room at San Joaquin Community Hospital in Bakersfield. Employee #1 had been working there for eight years, performing duties of a service technician whose duties include assisting others installing blow out preventers on well heads. Interviews were conducted with Employee #1, the hydro crane operator, District Manager and three other managers involved in safety and health for the company. The investigation concluded that a chain sling rolled out of the hook.",Non Hospitalized injury
625700,2011-03-31,,,Other,"Hilcorp Energy, Inc.","On March 31, 2011, Employee #1 and a coworker were standing on the platform of a natural gas production well. Wire line service had been conducted in an attempt to recover a tool that had been lost in the well. The employees obtained permission from the employer to overflow the well to remove any debris. The coworker opened the choke valve on the well. The operating pressure on the well was around 8,000 psi. Once the choke valve was opened, the pressure flowed down the 3 in. production line. A valve on the 3 in. production line was in the ""closed"" position. Because of this valve being closed, the high-pressure built up in the 3 in. line and busted a 90 degree elbow on the line. Employee #1 was struck in the face and killed by the high-pressure release. The coworker suffered shrapnel injuries to his arms and hands and was admitted to a hospital.",Fatality
626000,2011-04-01,,,Concussion,Orion Drilling Company Llc Altair Rig #7,"On April 1, 2011, Employee #1, an employee of Orion Drilling Company LLC Altair Rig #7, was working on a rigging up process. The bolt, part of a counter-weight on the drilling rig's climbing assist, fell from approximately 142 ft high and struck Employee #1 on the head. The bolt was approximately 10 in. long by 1.5 in. wide and weighed approximately 8 lbs. Employee #1 was wearing a hard hat, but the bolt broke through the hard hat. Employee #1 was killed.",Fatality
950643,2011-04-06,,10.0,Amputation,Schlumberger Corp.,"At approximately 10:00 a.m. on April 6, 2011, Employee #1, an equipment operator, was attempting to align an injector head set-up that was lowered onto a well head. The injector was going to be used to send sand down and create a sand plug in the well. The injector head set-up total weight was approximately 16,000 lbs. On the bottom end of the injector head set-up, there was an adaptor connected called a Stinger crossover. On the top end of the well there was a Stinger fracture head with an outer threaded collar. The crossover had a pin that needed to be set inside of the collar. There was a wing on the crossover that hung over the pin and had internal thread designed to mate and fasten onto the collar. The injector head set-up was lifted by a third party crane and then lowered on to the well to hook it up. Employee #1 used an Upright boom lift Model AB46RT to gain access to the union point, which was approximately 20 feet off the ground. Employee #1 lifted the wing on the crossover to see why the pin was not sitting right in the hole of the collar. He lifted the wing, holding the bottom of it with his fingers. The load then shifted and lowered on its own before Employee #1 could move his fingers from of the wing. The pinky finger on Employee #1's left hand was crushed and he was taken by ambulance to the hospital for his injury.",Hospitalized injury
627510,2011-04-14,,,Bruise/Contus/Abras,"Bandera Drilling Co., Inc.","On April 14, 2011, Employee #1 was struck by bale when ""jarring"", and he was killed. No other details were given in the narrative.",Fatality
419400,2011-04-25,,8.0,Fracture,"T. K. Stanley, Inc.","At approximately 7:34 a.m. on April 25, 2011 Employee #1, Employee #2 and a coworker were dismantling a flare stack at the deactivated oil-well site. Employee #1, and Employee #2 were directed to disconnect the three flare stack guy wires and to roll and tie them. Meanwhile, the coworker was directed to get a ladder and place it against the vertical flare stack, he was then to climb the ladder and attach a hoist line from the rented truck crane sitting nearby. After the guy wires were disconnected, the coworker on the ladder started climbing down, which caused the flare stack to fall over and strike Employee #1 across his back. Employee #1 was kneeling down and rolling up a guy wire at the time the flare stack fell. Employee #1 was a truck driver and was at the site to haul away equipment that was no longer needed at that site. Employee #2 received a leg injury and was transported to the local hospital, but his x-rays were negative for broken bones. Employee #2 was treated for strain and sprains and was released.",Fatality
950643,2011-04-28,,10.0,Fracture,"N.T.S., Inc.","At approximately 10:00 a.m. on April 28, 2011, Employee #1 and two coworkers, who were full-time employees of an oilfield maintenance contractor, were working at an Oxy Petroleum lease tank location. The employees were removing an 8-inch pipe that was approximately 20 feet long. The joint of pipe had been cold cut on the southern end. The eastern lateral run of the pipe had previously been cold cut. Employee #1 placed himself between an 8-inch pipe and a 10-inch pipe and proceeded to cut the final bolt in the flange that was holding the two sections of pipe together. One of the coworkers was sitting in the operator's seat of the lift truck, with the boom extended and a nylon sling holding the southern section of the pipe. The second coworker notified Employee #1 to proceed with cutting the bolt, and Employee #1 cut it. The pipe fell in a southerly direction and pinned Employee #1 between two sections of pipe. Employee #1 sustained a fracture to a left rib, right transverse process fractures to the third and fourth lumbar vertebrae, and a Grade III splenic laceration. Employee #1 was transported by ambulance to Kern Medical Center in Bakersfield, CA, and he was hospitalized. The employer notified the Division at 7:52 p.m. on April 28, 2011, within the required reporting time. The Division issued a general citation to the employer.",Hospitalized injury
336000,2011-04-30,,16.0,Other,Baker Hughes,"At approximately 4:00 p.m. on April 30, 2011, Employee #1 had changed out of his coveralls and was sitting in a service shop at the end of a workday. Employee #1 put on a reflective vest and ran out to guide two trucks into their parking locations. Employee #1 then walked into the service shop via an open cargo door and collapsed after walking approximately 5 feet into the shop. Employee #1 died, apparently from cardiovascular or respiratory failure.",Fatality
215800,2011-05-01,,,Other,"Braden Drilling, Llc","On May 1, 2011, Employee #1 was standing with his back against a steel structure (doghouse), guiding a rough-terrain forklift toward him. The forklift operator was telescoping the forks, while driving forward on soft, muddy terrain. The forklift struck Employee #1 in the abdomen and pinned him against the steel structure. Employee #1 was killed.",Fatality
830300,2011-05-09,52.0,,Electric Shock,Nabors Drilling,"On May 9, 2011, Employee #1 had gone to the change shack on the south side of  the location to retrieve some paint sticks.  After Employee #1 had retrieved  the paint sticks from the metal change shack, he exited the shack through the  north door and coworkers in the shack stated that they heard a groan.  When  they looked over they could see that his hand was still on the door handle.  Coworker #1 went over to see if he was alright and touched his hand and  received a shock.  Coworker #1 instructed Coworker #2 to go out the back door  and get help.  Coworker #1 proceeded to kick the door open and Employee #1  fell to the ground.  There was a heavy rain coming down and the Employee #1  was contacting a metal stair tread that was placed on the ground in front of  the change shack for workers to clean off their boots before entering the  trailer.  The stair tread had penetrated a 480 volt power cable that was  partially buried in the mud and when Employee #1 stepped on the metal grate  and touched the metal door, he was electrocuted and died from the injuries  sustained.",Fatality
626000,2011-05-10,,,Other,D&B Rental Service,"On May 10, 2011, Employee #1 was part of a crew that was assigned to pressure wash a drilling rig structure that was mounted a Ford, Model Number F-450, work truck. It was determined that the work truck needed to be relocated closer to the water supply before pressure washing could begin. The truck was located in a tight alleyway, between the back mud tanks and the reserve pit. As Employee #1 stood near the corner of a box storage tank, holding the truck's washer hoses, a coworker put the truck in reverse and began backing up. During movement of the truck, the coworker became distracted and pinned Employee #1 between the truck and open-top tank. Employee #1 was killed as a result of internal damage. The accident investigation determined that no spotter was used during the maneuvering of the vehicle.",Fatality
950643,2011-05-20,,8.0,Fracture,Ensign Well Services,"At approximately 8:00 a.m. on May 20, 2011, Employee #1, a floor hand, was involved with the movement of drilling rods on the work floor of a rigging site (Rig Number 333, Well Number 157). The rods were placed on a rod elevator. They were lifted to a height and offloaded for use in the drilling operation. The crew had just pulled the fifty-second stand of rods. While the derrick man was positioning the rod stand into the rod fingers on the rig, the rod elevator came off the rod hook and fell approximately 60 feet. The elevator struck Employee #1 on his back. He sustained severe central spinal cord stenosis between the T11-T12 thoracic vertebrae, right 8 through 12 rib fractures, T3 through T11 spinous process fractures, and scapula fracture. Employee #1 was air lifted by helicopter to a medical center, where he underwent extensive surgical procedures and was then hospitalized for postoperative care. Due to the severity of injuries to his vertebral column and spinal cord, the result was paraplegia from the waist down. An investigation concluded the rod hook latch had a manufacturing defect.",Hospitalized injury
626000,2011-05-20,,,Heat Exhaustion,"Loutex Contractors, Inc.","On May 20, 2011, Employee #1 was working as a welder's helper. Employee #1 was killed due to potential heat stress. No other details were provided in the original narrative.",Fatality
627700,2011-05-24,,,Asphyxia,Basic Energy Service,"On May 24, 2011, Employee #1, rig operator and team leader, and an oilfield service rig crew were removing and replacing a down well pump. They set the rig up on the well and started prepping the well for the pump removal. The pumping unit was placed in the down stroke position with the horse head down and the counterweights up in the vertical position. Employee #1 then engaged the pumping unit brake, but had some difficulty. A coworker helped him and they both pulled on the brake control handle; however, it did not appear to be holding, and a restraining chain was ran through the spokes of the gear box pulley down to the unit frame. The well bridle was unhung and the horse head removed from the end of the walking beam. They next removed the polish rod and laid it down. They were starting to remove the sucker rods to which the pump was attached, but found that the rig traveling block would contact the end of the pumping unit walking beam. Employee #1 and the coworker went to the back of the unit to put in the up stroke position. Employee #1 stepped on the unit frame to unhook the binding chain and the coworker went to the unit brake handle to control the counter weight descent. Employee #1 was seen struggling with the boomer that put the chain under tension, when the coworker heard a noise and saw the counterweights starting to move slowly. The coworker warned Employee #1 that the chain had become loose from the frame and wrapped around the pulley shaft with it free end flailing. Employee #1's attention was on the chain and he stepped back. The south counterweight contacted his upper torso. The counterweight continued to push him down into the unit frame where the counterweights swing through. Employee #1 was caught between the counterweight and the gear box pedestal. His fellow employees were unable to remove him and summoned for emergency medical personnel. Employee #1 sustained crushing forces from the objects that asphyxiated him.",Fatality
950643,2011-05-28,,,Fracture,Ensign U.S. Drilling Ca Dba Ensign Well Svc Calif,"On May 28, 2011, an employee, a coworker and an operator were on the floor of Rig Number 331. The employee was guiding a joint of tubing onto the pipe wrangler, manufactured by Forum Oilfield Technologies, Serial Number 01LT111036192FM384, with an overall length of 57 feet and width of 8 feet 4 inches. The Rig Number 331 was manufactured by Taylor, Mast Pemco, Serial Number1750, Model Number 102-300-C, with the hand rail height of 42 inches. The distance from the hand rail to the leading edge of the pipe wrangler guide was 42 inches per Tool pusher Number1. The employee, the coworker and the operator were standing on the rig platform at a height of approximately 6-7 feet from ground level. The rig platform dimensions were approximately 9 feet by 15 feet. The operator was at the rig controls lowering the blocks holding the joint of tubing. The employee had his right hand on the metal tubular guardrail around the rig platform. The employee was standing on a greater than three inch piece of board and was leaning over the guardrail to continue guiding the joint of pipe onto the pipe wrangler. The employee had his hand struck by the joint of pipe when the blocks swung in a backwards motion towards the employee. When the joint of pipe struck the employee's hand, he had his right middle finger fractured and his right ring finger lacerated. The employee was transported to Mercy Southwest Hospital, Bakersfield, CA, where he was hospitalized and treated for his injuries.",Hospitalized injury
625500,2011-06-01,,,Electric Shock,"Ringo Drilling I, L.P.","On June 1, 2011, an employee of Ringo Drilling, LLP, was fixing a leak on a centrifugal pump below the mudhouse on drilling rig number 17. After fixing the leak, the employee opened an electrical panel box that controlled the centrifugal pump. He came into contact with circuit parts energized at 480 volts, and he was electrocuted.",Fatality
626000,2011-06-04,,,Concussion,"Prevail Energy, Incorporated","On June 4, 2011, a Kubota tractor with backhoe was being loaded onto a homemade flatbed trailer. Employee #1, who was not involved with the loading of the tractor, entered the ""falling zone"" of the tractor. The tractor flipped over the side of the trailer and struck Employee #1. Employee #1 was killed and was pronounced dead at the scene.",Fatality
950632,2011-06-07,,,Other,Kenai Drilling Ltd,"On June 7, 2011, Employee #1 was working for his employer, a drilling company that was formed in 1988 and specialized in the California intermediate and shallow market. The drilling company had 19 drilling rigs, capable of providing drilling services for exploration of oil, gas and geothermal wells, throughout the State of California and midcontinent. At approximately 1:00 p.m., Employee #1 was taking his lunch break at Drilling Rig Number 3, located near ""Highway 11 N"" and McDonald Road, between Niland and Calipatria. Employee #1 died, possibly from a heart attack, while on lunch break. Employee #1 was taken to Pioneers Medical Center, where he was pronounced dead. The employer called the Division to report the death from possible heart attack in a timely manner, at 5:11 p.m. on June 7, 2011.",Fatality
627510,2011-06-11,,,Cut/Laceration,"Robinson Drilling Of Texas, Ltd.","On June 11, 2011, Employees #1 and #2 were making up a mouse hole connection. Employees #1 and #2 were pushing the kelly toward the mouse hole. While one employee was pulling the kelly, it almost stabbed the pipe. One employee twisted to get the tongs. As the employee turned to get the tongs, the kelly bushing blew apart. Pieces of the bushing struck Employees #1 and #2 in the head, killing them.",Fatality
